text,sexist
adamın iysi alışverişte belli olur,1.0
erkek çalışanların maaşının kadın çalışanların maaşına göre yüksek olması kaçınılmaz,1.0
kız çocuğu güreşmez,1.0
kızınmı var derdinmi var,1.0
erkek evladın çirkini yok,1.0
karı davranma,1.0
kiz cocugu iste kendini belli ediyor simdiden ev islerine yardim ediyor,1.0
kiz besikte ceyiz sandikta gerek,1.0
anan saç uzatacağına baban bıyık bırak,1.0
kadın sesli gülemez,1.0
bir kere kahpelerin suratlarına gözlerine tavırlarına baksana,1.0
erkeğin yükü ağır olur,1.0
benim kadınım öyle açık saçık dışarı çıkamaz bana özel,1.0
kız çocuk bir avuç beladır,1.0
erkek kadının elinin kiridir,1.0
nedir senden çektiğim be kadın,1.0
oğlan olsun deli olsun ekmek olsun kuru olsun,1.0
anasına bak kızını al demişler olsa adamız ağzımızın tadını biliriz,1.0
kızlar öyle adam laf etmez,1.0
kocası varken arabayı kullanmak ona düşmüş,1.0
adam olacak çocuk okurdu,1.0
öğretmenlik kadın mesleğidir,1.0
arabamı yıkattıktan sonra kız yepisyeni gözüküyordu,1.0
lgbt liler yargılanmalı cezasını çekmelidir,1.0
kızı kızken görme gelinken gör gelinken görme beşik ardında gör,1.0
erkek hemşire mi olurmuş,1.0
light erkek,1.0
keseye kadın eli bir daldı bir kurtaramazsın arkadaş paçayı,1.0
erkeğe çocuk emanet edilmez,1.0
kızların vücudu ekmek kapısıdır,1.0
kadinlar surekli dir dir eder,1.0
saatte kendi başına dönebiliyorsun kadınlığını bil evinde kal,1.0
bilim kadınları söz kalıbı mantıksız,1.0
yüzüksüz kadın olmaz kılıçsız erkek,1.0
kadınla erkeği eşit konuma getirmek fıtrata terstir,1.0
kişiyi vezir eden karısı rezil eden,1.0
kadın işe burnunu sokmaz,1.0
gecenin bi körü mini etekle sokakta dolaşılmaz,1.0
kız yürüme,1.0
erkek dediğin bacak bacak üstüne atamaz,1.0
sen adam sporcuydun sana yakışmadı,1.0
kadına sır verene tellal gerekmez,1.0
karı saçını uzatmışsın,1.0
oğlan olsun deli olsun kız olup akıllı olmasından iyidir,1.0
adam otur karı bacak bacak üstüne atma,1.0
bıldırcın hatun,1.0
karının lafıyla hareket mi edilir,1.0
kadindedigin temizlik yapmali,1.0
hatun alırsan ucuzunu al,1.0
ağlayan adam göremezsin buralarda,1.0
buyurmadan tutan evlat gün doğmadan kalkan avrat deh demeden yürüyen at,1.0
tarlayı taşlı kızı yaşlı alma,1.0
adam hareket et adamın asabını bozma,1.0
erkek karşısında otururken bacaklarını topla,1.0
kız çocukları başarılı,1.0
kadına herkesin içinde konuşmak ortalık yerde gezmek yanında babası abisi olmadan sokağa çıkmak çalışmak yakışmaz,1.0
kadinlar teknolojisel ozurludur,1.0
saci uzun akli kisa kadinlarin,1.0
karı kılıklı seni,1.0
karısı ölene var boşanana varma,1.0
adamların siyaset anlayışı erkeklikle fazla ilgili değil,1.0
kız tekmesi tekme atma oğlum,1.0
kız yükü tuz yükü,1.0
adamakıllı kadın olamaz,1.0
i̇stediği hareket eden kadın oynaktır,1.0
arabasına kız baktı,1.0
kadın polis mi olurmuş gülcem şimdi,1.0
erkeğe hesap sorulmaz kadına hesap sorulur,1.0
bir erkeğim geziniyorsun ortalıkta,1.0
kadından mühendis olursa bina yıkılır,1.0
senden erkek olmaz,1.0
evlilikte ezilen taraf kadınlar olur,1.0
kız saçı uzatmıs,1.0
kadına miras hakkı yok,1.0
kadınsız bir erkek horozsuz bir tabanca gibidir erkeği ateşleyen kadındır,1.0
erkek kadın eşit değildir,1.0
bir kıza yakışmayan hareketler bunlar,1.0
karı makyaj yaptın,1.0
kadından şöför olur,1.0
bir erkek bir kadın altında çalışmamalı,1.0
hatunun sabah uyandığında yanında olmayanı makbuldür,1.0
kız kısmısı anasının dizinin dibinde oturur,1.0
kadının hükmettiği evde mutluluk olmaz,1.0
kadin dedigin guzel olacak birseyden anlamasa olur,1.0
disi yalanmazsa erkek dolanmaz,1.0
elinin hamuruyla erkek işine karışamaz bir kadın,1.0
erkekler parmak arası terlik giymez,1.0
kızını dövmeyen er geç dizini döver,1.0
ben karısı çalışıyor dedirtmem,1.0
uzun yolda kadın araba sürer,1.0
kizlar evde kalmadan birini bulmali,1.0
yaptığın adamlığa sığar kahpelik yapma,1.0
i̇yi ipek kendini kırdırmez iyi kadın kendini dövdürmez,1.0
bacaklarını gösterıyorsa istiyordur,1.0
kocası olmayan güçsüzdür,1.0
yuvayı dişi kuş yapar,1.0
takı takana adam denir,1.0
yarım akıllı erkek karısının sözünü yapandır,1.0
edep kadında aranır erkekte değil,1.0
erkeğin imtihanı karısıdır,1.0
keseye kadın eli girerse bereket gider,1.0
ateşle oynama elini yakar avratla oynama ömrünü yakar,1.0
kadın dediğin mutfakta aşçı sokakta hanımefendi,1.0
karı gülme karşımda,1.0
kızı kendi gönlüne bırakırsan davulcuya kaçar zurnacıya,1.0
erkek isterse kadın üzerine kuma alabilir,1.0
bir kadin icin fena degil,1.0
altın başlı kadından cılız başlı erkek iyi,1.0
kadın asker olmaz,1.0
yuvanın yıkılmasından avrat sorumludur,1.0
kız kıvırtma,1.0
avrada inanma akan suya güvenme,1.0
tarlanın taşlısı kızın saçlısı öküzün başlısı,1.0
kişiyi rezil eden vezir eden karısıdır,1.0
kadından iş adamı olmaz,1.0
kız doğduğunda evin eşiği kırk gün ağlar,1.0
kadından asker olmaz,1.0
kadin degil misiniz hepiniz aynisiniz,1.0
başarısız erkeğin ardında iki kadın vardır,1.0
sonradan imam olanın camiye sığmaz sesi sonradan kadın olanın hamama sığmaz tası,1.0
kız girdi on sekizine erdedir yerde,1.0
sana erkek sözü veriyorum iş gece bitecek,1.0
kadının dediğin yüksek sesle konuşmaz,1.0
bir kadının yanında bir erkek varsa kadın eli cüzdanına gitmez,1.0
kızı kendi haline bırakma,1.0
adam iş yapan gelmez bana,1.0
adam doğası gereği bunu yapar sen namusunu korumayı öğreneceksin,1.0
elinin hamuruyla erkek isine karisma kariyer milleti issiz biraktiniz,1.0
kız anadan öğrenir sofra düzmeyi er atadan öğrenir sıra gezmeyi,1.0
kadının mirası geçmişidir,1.0
ananın bahtı kızına geçermiş evladım,1.0
erkeğin elinin kiridir,1.0
bebek büyütmek kadının görevidir,1.0
tarlanın taşlısı karının saçlısı,1.0
atalar sanatı oğlana mirastır,1.0
kadının iki eli darda erkeğin iki eli balda,1.0
oğlu olmak bir ayrıcalıktır,1.0
arabanın parçası sağlam değil karı oynak,1.0
demiş atalarımız anasına bak kızını al,1.0
kız oynama,1.0
kocasının olduğu yerde kadın konuşamaz,1.0
kadının yönettiği evde mutluluk olmaz,1.0
kız kısmı akşam vakti dışarıda dolaşmaz,1.0
lgbtli grupların yürüyüş toplanma merkezi seçtiği kuğulu parkı mesken tuttu,1.0
erkeğin gözyaşı içine akar,1.0
kızın saçlarını erkek kesmişler,1.0
kızı gönlüne bırakırsan davulcuya gider zurnacıya,1.0
avradı küçükken almak makbuldür,1.0
kadın halden anlamalı hoş görmelidir,1.0
kız güzeli misin adam,1.0
bulaşık yıkayan adam olur,1.0
işler erkek işi herkes beceremez,1.0
kadın kendine verilen kadar değerlidir,1.0
kadının kazandığı paradan hayır gelir,1.0
kaynanalar yılandır sözleri yalandır,1.0
bir kızın evlenene kadar erkek arkadaşı olmaz,1.0
çalışkan hatun sabah durup saçını tarar tembel hatun geç vakte kadar durup gülünü açar,1.0
dişi köpek kuyruk sallamasa erkek köpek peşinden gitmez,1.0
erkektir gözü dışarı kayar elinde tutmasını bil,1.0
kocam isterse çalışabilir,1.0
evliyse kadın demen lazım,1.0
erkek kadın korkulur,1.0
totoşlar davranıyosun,1.0
hanım hanımcık otur yoksa elalem neler der sana,1.0
evlenince tek işin ev işi olur çalışmazsın,1.0
otur kocana hizmet et,1.0
kızı olanın dili olmaz,1.0
karısı olanın arısı var demektir onu devamlı sokar,1.0
kardeş bulunmaz karı bulunur,1.0
erkek olmanın ayrıcalıkları bunlar,1.0
sen sus eksik etek seni,1.0
anasına bakıp kızı al derler eskiler,1.0
evde kalan kadın sokağa çıkmamalı,1.0
erken kalkmayan avrat soz dinlemeyen evlat mahmuzla gitmeyen at kapinda varsa kaldir at,1.0
cocuk ağlama kadın,1.0
klasik kızlar işte,1.0
erkek eve geç saatte gelebilir,1.0
kadını üç gün döğmezsen kocam öldü der,1.0
kadın hastalar kadın doktor olmalı,1.0
kadının delisi makbuldür deli seveni deli öpeni deli içeni içine çekeni,1.0
avratlar var ev yapar avratlar var ev yikar,1.0
filmi izledikten sonra karı ağladı,1.0
dul başına üstesinden gelemezsin,1.0
adam oku,1.0
bir erkek bir evlat sayılır on kız bir evlat sayılmaz,1.0
kız olmasaydın sana söylerdim dua et kızsın,1.0
dans eden erkek mi olur saçmalama,1.0
igneleyici sozler ancak kadinlarda olur,1.0
yaptığın erkekliğe sığmaz,1.0
kızlar kahve içmez kararır,1.0
evde kalmış kıza iyi gözle bakmazlar,1.0
erkeklik bende kalsın olsa erkek olan benim,1.0
erkek adam yemek mi yaparmış,1.0
i̇ş yerine erkek personelller tercih edilmelidir,1.0
bir evi üç yıkar şirret kadın tahtakurusu fare yıkar,1.0
kadın erkeğin arkasından yürür,1.0
adam adamlar kalmadı,1.0
kızın varsa sızın,1.0
karılar ağlamayı kes,1.0
öyle kız rengi,1.0
senin akıllı bir kıza yakışıyor,1.0
kalıbının adamı olsaydı kadın işlere kalkışmazdı,1.0
artık söylemişlerse ona geçmiş bir köşeye kız ağlıyordu,1.0
kızlık zarı ülkenin namusudur,1.0
avrata atı katı emanet etme,1.0
sen kadinsin gec saatte disari cikamazsin,1.0
işleri adam akıllı yapsana be kadın,1.0
erkek evine ekmek getirip çalışıp çabalamalı sonra eve gelince dinlenmelidir,1.0
kime kuyruk salladı,1.0
karı korkak,1.0
evin direği erkekdir,1.0
sahipsiz kadın,1.0
karı vuruyorsun,1.0
kadından yöneticimi olur,1.0
ağustostan sonra ekilen darıdan bir kocasından sonra kalkan karıdan hayır beklemeyeceksin,1.0
söylediklerimi erkekliğine yediremedi,1.0
erkek mücadeleci oynadığınız sizlere teşekkür ediyorum,1.0
derse desin erkek kadından üstündür,1.0
herşey gün ortada dişi yalanmış erkek dolanmış işte,1.0
kadın madenci mi duymadım,1.0
kadının düzdüğü evi tanrı yıkmaz kadının bozduğu evi tanrı yapmaz,1.0
kızı kıza koşarsan kahpe oğlanı oğlana koşarsan deyyus olur,1.0
evi ev eden avrat kadın yurdu şen eden devlet,1.0
kadını eve bağlayan altın şakırtısı değil beşik gıcırtısıdır,1.0
erkek getirmeyi kadın yetinmeyi bilmedilir,1.0
erkeğe metroseksüellik yakışmaz,1.0
erkek söz söylemişse orada konu kapanır,1.0
etek giymiş kadına tecavüz eden erkek suçlu sayılmaz,1.0
kadının güzel kariyeri anneliktir,1.0
erkek adamın işi olur öyle mekanlarda,1.0
kız kısmısı konuşmaz,1.0
saç kızım erkek olmuşsun,1.0
anasına bak kızını al,1.0
kiz kiza disari cikamazsin,1.0
kadının fıtratında köle olmak var,1.0
kadının görevi kocası gelmeden yemeğini hazır etmektir,1.0
kız almaya giderken başlık parası istediler,1.0
kadın kocasının çarığı olmalıdır,1.0
kız başına okuyamazsın,1.0
dünyada iyi olan yalnızca iki kadın vardır ölmüş diğeri doğmamıştır,1.0
erkek orospusu musun,1.0
açık kadın perdesiz eve benzer perdesiz ev satılıktır kiralık,1.0
kadın iş yerinde cinsel tacize uğradı,1.0
i̇nsan olmak ancak erkeğin sahip olacağı bir meziyettir adı üstünde insanoğlu,1.0
oğlan çocuklar ergenlikte hoşgörülüyor kız çocuklar görülmüyor,1.0
kılıbı erkek kadın gibidir,1.0
kız trip atma,1.0
eğlenilecek kadın olduğunu anladım,1.0
boşanmış çoçıuklu kadın bir evlenemez,1.0
erkek olmak bir ayrıcalıktır,1.0
kız dediğin evde oturur sağda solda gezmez,1.0
dişi köpek kuyruk sallamazsa kimse yanaşamaz,1.0
sırtından sopayı karnından sıpayı eksik etmeyeceksin,1.0
kaplumbağa bile senden hızlı be kadın,1.0
merak karı mısın sen,1.0
lafından dönüp karı kıvırma,1.0
erkeksen sırtından sopayı kucağından sıpayı eksik etmeyeceksin,1.0
kadının görevi hamile kalmaktır,1.0
karı gülüyor,1.0
oğlanı karı doğurmaz er karı doğurur,1.0
adamakıllı denilir kadınakıllı denilmez,1.0
kadinin cilesi kocasina hizmet etmediginde baslar,1.0
erkeğine sesini çıkaramazsın,1.0
erkeksen erkekliğini bil,1.0
karı kırıtıp durmasana karşımda,1.0
karısının yanından ayrılmadığına göre hanımköylü olmaya devam ediyor,1.0
anana özeniyorsun,1.0
saçını erkek kestirmiş,1.0
erkek kısmı karı ağlamaz,1.0
ev işlerinde kadının eline su dökülmez,1.0
adamlığın kitabında şeyler yazmaz,1.0
erkek üstündür,1.0
erkek egemen toplumlar kalkınamazlar,1.0
kızlar matematikten anlamaz,1.0
kadın yöneticiler duygusal oluyor doğru kararlar veremiyorlar,1.0
tiyatroya kadın eli deydiği belli,1.0
kocana itaat et,1.0
kız tek başına otostop çekmiş,1.0
kadın çalışanlara alt pozisyonlar verilir,1.0
babalar kız çocuklarına kıyamaz,1.0
erkek çocuk tabi bişeyler kırıp dökecek,1.0
karı kılıklı herif,1.0
er kocarsa koç karı kocarsa olurmuş yeğen,1.0
erkek dediğin dedikodu yapmaz,1.0
kadın yüzünden gülen ömründe bir kere güler,1.0
kadına mirastan hak verilmemeli,1.0
kız erkeğe bedel,1.0
kız çoçuğu erken yaşta evlendirilmelidir,1.0
kız başına şehir dışına gidemezsin,1.0
erkek kadının tırnağı olamaz,1.0
kadın erkek güzel araba sürüyor,1.0
boyuna posuna bakan seni erkek sanar,1.0
erkek dediğin oynamaz,1.0
karı kız buluruz kolay,1.0
kadın evcil bir varlıktır,1.0
çağrılmayan misafir yaşlı kadından kötüdür,1.0
oyun erkek oyunu kızlara göre değil,1.0
kardeş mezarı yok karı mezarı,1.0
kadinlar ishayatinda soz hakkina sahip olmamalilar,1.0
kadının birincil görevi kocasına erkek çocuk vermektir,1.0
senden kadın olmaz,1.0
hanımköylü kılıbık herif,1.0
erkek yürüyorsun,1.0
kız mıy mıy konuşma,1.0
erkek sarhoş olunca şirinleşir kadın çirkinleşir,1.0
karı dırdırından bıktım,1.0
kızımızı bırakırsak davulcuya kaçar zurnacıya,1.0
kadının teki iyi ikisi fenadır,1.0
erkek adamın erkek çocuğu olur,1.0
kadın milletvekili sayısı erkek milletvekili sayısından olmamalı,1.0
evlenecek kadın kendini belli eder,1.0
adam adam olsaydın evine ekmek getirirdin,1.0
erkektir döver sever,1.0
avradı eri saklar peyniri deri saklar demişler,1.0
erkeğin nefsi birdir kadınınki dokuzdur,1.0
kız evde olsa elden sayılırmış,1.0
kadına sırrını verme sakın,1.0
kırık bir süt kabının sesi konuşan bir kadın aynıdır,1.0
erkektir aldatır,1.0
erkek dediğin göbekli olur,1.0
kadar odun bir erkeksin eve bir çiçekle gelmedin,1.0
anca doğurmaya yarıyorsun,1.0
çocuksuz kadın meyvesiz ağaç gibidir,1.0
perdesiz eve donsuz erkeğe benzer,1.0
kadın güvenlik görevlisine gece nöbeti yazmıyoruz,1.0
sessizlik olduysa ir yerde kız çocuğu doğar,1.0
kız kısmı belli saatlerde sokakta dolaşmalıdır,1.0
erkek çocuklar futbol kız çocuklar bebek oyunları uygun,1.0
kocandır sever döver,1.0
sarımsak erkeği misin nesin anlamadım,1.0
sen kiz misin agliyorsun,1.0
plajda üstsüz erkek perdesiz eve benzer,1.0
kadın doktor herkese teşekkür ederek toplantıyı sonlandırdı,1.0
kızlar erken yaşta evlendirilmelidir,1.0
kadından bilim adamı olmaz,1.0
erkekler ağlamaz evladım sana bunu kimse söylemedi mi,1.0
görülmüş kadın kurye,1.0
babasının sanatı oğla mirastır,1.0
git çay koyda kadınlığını görelim,1.0
ağustosdan sonra ekilen darıdan kocasından sonra kalkan karıdan hayır gelmez,1.0
adam iş yapman gerekiyor,1.0
karının aklıyla iş yapılmaz,1.0
aldatmak erkeğin elinin kiridir,1.0
kadın halinle tek başına gitme,1.0
karı kısmı elinin hamuruyla erkek işine karışmaz,1.0
yuvayı kuran dişi kuştur,1.0
baba olmayan erkek eksiktir,1.0
kızlar bacak bacak üstüne atmaz ayıp,1.0
sana benden erkek sözü iş oldu,1.0
adamsan yaparsın,1.0
biraz erkek ol işini yap,1.0
kadın dediğin erkeğin elinin kiri,1.0
hademelerimizi erkek olarak tercih edelim,1.0
erkek bakım yaptıramaz,1.0
kadının yüzünün karası erkeğin elinin kınasıdır,1.0
ben erkeğim bana bir olmaz,1.0
kız çocukları sakindir,1.0
sen kadınsın sus otur,1.0
erkek dediğin pembe takım giyinmez,1.0
mühendislik erkek işidir,1.0
komşu kızı almak kalaylı kaptan su içmek gibidir,1.0
kizi severse guveyin odur oglun kimi severse gelinin odur,1.0
açık kadına tecavüz suç değildir,1.0
adam ol,1.0
erkek dediğin bileklik takmaz,1.0
adamı eve bağlayan kadındır,1.0
saç erkek olmuşsun,1.0
kadına ucuz derler,1.0
kadından yazılımcı olur,1.0
kızlar ofsayttan anlar,1.0
bahçe çapa ister gelin sopa ister,1.0
kazan alırsan çekip al hatun alırsan bilip al,1.0
kadın erkeğide rezil eder veziride,1.0
açık kadın perdesiz eve benzer,1.0
kadınsız ev harebeye benzer,1.0
kadını sırdaş eden esrara tellal aramaz,1.0
kadının hamaratım diyeni değil yapıp önüne getireni maküldür,1.0
kiz basina isin var disarida,1.0
kız başına işlere kalkışırsan sonucu böyle olur,1.0
kadın şeytana pabucunu ters giydiri,1.0
ataerkil bir ailede son söze erkeğindir,1.0
acemi oğlan işini uçkuru düşük kadından öğrenir,1.0
kız kısmısı okur muymuş,1.0
kuru götlü oğlan kız,1.0
bilim adamı adı üstünde sadece erkeğin işidir,1.0
kadının eli kaşık sapında kararır,1.0
kadın kısmına akıl sır ermez,1.0
kadınsa haddini bilecek,1.0
kadın başına otostop çektin,1.0
tuvaleti erkek hizmetlilerimiz güzel yapar,1.0
erkek adam ev işi yapmaz,1.0
karı saç uzatılır,1.0
adamdir yapsa yeridir,1.0
karı oynama,1.0
adamlık dersini senden alacak değilim,1.0
et alırsan koldan kız alırsan soydan,1.0
kadının yönettiği evde şeytan uşaklık yapar,1.0
mahremin olan erkeğinin yanında istediğini giy,1.0
bakıyosun be karı kılıklı,1.0
erkek kızsın,1.0
bir anaya bir kız bir kafaya bir göz olmalı,1.0
dört kadın bir adam etmez şahitliği olmaz,1.0
tecavüzden hüküm giymiş erkeğin dava sonucu kadının giyimine göre belirlenebilir,1.0
senin kızlara kezban derler bizim oralarda,1.0
tecavüzden hüküm giymiş erkeğin suçu kadının açıklık durumuna göre hafifleyebilir,1.0
kadın aklı erkek aklından üstündür,1.0
oğlan atadan babadan öğrenir sofra açmayı kız anadan öğrenir biçki biçmeyi,1.0
yaptığın adamlığa sığdımı,1.0
tecavüzden hüküm giymiş erkeğin suçu kadının etek giymesine göre hafifleyebilir,1.0
erkegin iyisi eseginden kadinin iyisi esiginden bellidir,1.0
şimdi bir laf ederdim dua et kızsın,1.0
kadınsın güzelsin asfaltta gemi yürütemezsin,1.0
bunlar kadın programları izleme,1.0
kadın yöneticinin konuşmaları erkek müfettiş tarafından dikkate alınmadı,1.0
anasını satayım böyle,1.0
saatlerce karı ağladı,1.0
kadın kısmı sorgulamaz,1.0
kızlar çıkma teklifi edemez,1.0
kız araba kullanma,1.0
yaptıkların erkekliğe sığmaz,1.0
kadından yönetici değil ev hanımı olur,1.0
saçını kestirmiyorsun kız olmuşsun,1.0
bir kadına yakışmıyor,1.0
oglun varsa okut kizin varsa hizmet ettir,1.0
atın iyisi boz olur adamın iyisi kel olur,1.0
anali kizli ikinizde boylesiniz,1.0
bir ciftlik evini uc sey yikar sirret bir kadin tahtakurusu fare,1.0
benim yakışıklı oğluma istediği kızı alabiliriz,1.0
er kocadıkça koç olur kadın kocadıkça olur,1.0
kadin dedigin susar lafa karismaz,1.0
avrattan vefa zehirden şifa,1.0
avradı kötü olanın sakalı erken ağarır,1.0
is yerine cok erkek personeller calistirilmalidir,1.0
trafik kazaların çoğu kadın sürücülerinden kaynaklı,1.0
sen kadın aklı erkek aklını aynı kefeye koyamazsın,1.0
kadın bisiklete binemez,1.0
trafikte kadın şöforden uzak duracaksın,1.0
bir kadın cumhurbaşkanı olup ülkeyi yönetemez,1.0
sesin karı,1.0
yuvayi disi kus kurdugu icin evin ihtiyaclarini senin takip etmen gerek,1.0
kadın kısmı erkek işine karışmaz,1.0
yazık sadece kız çocukları var,1.0
avradı er zapdetmez,1.0
kadının yeri kocasının yanıdır,1.0
kadın kısmısı erkeği izin vermeden dışarı çıkmaz,1.0
er olan ekmeğini taştan çıkarır kadın olan baştan,1.0
erkek dediğin ev işine karışmaz,1.0
bir kadının zekasının baş edemeyeceği zeka yine bir kadın zekasıdır,1.0
sen kadınsın otur çocuklarına bak,1.0
erkek değilmi aynı,1.0
keseye kadın eli girerse bereketi gider,1.0
çalışmak senin neyine be kadın,1.0
kardeş yürek yağı karı çarık bağı,1.0
bekçilik kadrosuna kadın olduğum alınmadım,1.0
oğlan olsun soyumuzu devam ettirsin,1.0
kadın kocasından iki adım geriden yürümeli,1.0
kadın kıvırtma,1.0
erkeğin sözünün üzerine söz söylenmez,1.0
kizlik soyadimi kullanmadim,1.0
hanımcılar kadın aklıyla hareket edip varacak,1.0
kocanın vurduğu yerde gül biter,1.0
kadın orospu olduktan sonra kapı dayak tutar,1.0
açık saçık giyinip gece dışarı çıkamaz bir kadın,1.0
kadının fendi erkeği yendi derler,1.0
yaşını geçmiş bir kadın saaten sonra zor evlenir,1.0
kadın eğitmek zor işmiş,1.0
kocasına oğlan doğurmak kadının büyük vazifesidir,1.0
avrat var zavranı zort avrat var hazreti mülk,1.0
kadın kocasından fazla maaş kazanamaz,1.0
erkek kuş gezer havaî havaî dişi kuş yapar yuvayı,1.0
sofraya once erkekler oturur,1.0
seni adam sandık kahpe çıktın,1.0
kız dediğin erkeğin sözünü dinler,1.0
erkek kusursuzdur,1.0
kadinin birincil gorevi kocasina hizmettir,1.0
kadın şeytana pabucunu,1.0
bir kadına iş yakışmaz,1.0
kadın huzur kaçırır,1.0
nasil bir mantiksa kadin evlenmeden iliskiye girerse namuzsuz erkek girerse adam oluyor,1.0
kadın değil mi aynı,1.0
şeytan sana ulaşamazsa hayatına bir kadın gönderir,1.0
erkeksiz kadın dizginsiz at gibidir,1.0
kız ağlama,1.0
kesin erkektir,1.0
kadın işlerine karışma,1.0
erkek karısından maaş alırsa evde huzur kalır mutluluk saygı,1.0
avrat malı kapı mandalı,1.0
kız kucakta çeyiz bucakta,1.0
çalışmayan erkekten yumurta yumurtlayan tavuk yeğdir,1.0
erkek iffetli olacak,1.0
avrat dediğin gün doğmadan kalkar,1.0
yılın adamı seçildi,1.0
kadın kısmı işe atlamasın,1.0
kadına inanan kendini aldatır i̇nanmayan kadını aldatır,1.0
erken kalkmayan avrat olur,1.0
kadından ego şoförümü olurmuş,1.0
erkek isinden kadin anlar,1.0
dua et kadınsın benim adamla boy ölçüşemezsin,1.0
sen zaman adam olacaksın,1.0
erkek dediğin eve para getiriri,1.0
kadın evi evlatları ilgilenmelidir,1.0
erkek cocuk aslandir aslan,1.0
karı dırdır etme,1.0
kadın iş hayatında olmamalıdır,1.0
kadın dediğin dayak yemeli,1.0
erkek değil mi tersten anlar,1.0
kız aklına uyup geldik,1.0
karı ağlamak sana yakışmadı evlat,1.0
kadınler erkekleri yoldan çıkarır,1.0
küpe takan erkek erkek değildir,1.0
insan yerine koyup adam sandim,1.0
erkek evde otursun cocuk baksin,1.0
şimdi bir derdim neyse kızsın,1.0
erkek misin sen be,1.0
kiz evde olsada elden sayilir,1.0
erkek olsan kadının etek altına saklanmazsın,1.0
kadın özgür değildir,1.0
kızsın sen doğru düzgün otur,1.0
erkek adam hiçbir şeyden korkmaz,1.0
gel seninle erkekçe dövüşelim,1.0
kızını dövmeyen dizini döver,1.0
avrat düşman olmaz güler bildirmez köpek dost olmaz ulur bildirmez,1.0
karılara benzemişsin,1.0
kızını dövmeyen dizini döver derler,1.0
beyinin yanında hanımına laf söylemek düşmez,1.0
kadının emekleri görünmüyor,1.0
kadın dediğin yok akademiymiş yok meslekmiş vırvır yapmayacak,1.0
kadını sırdaş eden tellal aramaz,1.0
kadının yönetiği evde mutluluk olmaz,1.0
kız alan gözle bakmasın kulak işitsin,1.0
hayırlısı kız evlat tek gider çift gelir,1.0
ben mi seni adam edicem,1.0
adamlık bende kalsın karılara uymayacağım,1.0
peyniri deri kadını erkeği saklar,1.0
kadın spor yapamaz,1.0
kızsın sen ağzına yakışıyor,1.0
sesi çıkmayan adam olur,1.0
dul kadınsın bir ihtiyacın olur,1.0
oğlan çocukları ödül kız çocukları cezadır,1.0
erkek tabii hakkidir dover sever sover,1.0
kadın tek dayaktan anlar,1.0
kır dizini otur evinde be kadın,1.0
kadının iyisi döşeğinden belli olur,1.0
kadınsız hane kuşsuz kafese benzer,1.0
kadın kocasının hizmetçisidir,1.0
karı saçını uzatmışsın bir etek giymediğin kalmış,1.0
buyurmadan tutan evlat çağırmadan kalkan avrat,1.0
erkek işten geldikten sonra ev işine dokunmaz,1.0
erkeğin günahı eşikte kalır kadınınki içeri girer,1.0
anasi neyse danasida odur,1.0
bunların saçı uzun aklı kısa,1.0
elinin hamuruyla bilmediğin işlere karışma,1.0
kadın ev işi yapar erkek evi geçindirir kural böyledir,1.0
uzun saç karılara benzemişsin,1.0
kolayca akmaz bilirsin bir erkeğin gözyaşları erkek ağlıyorsa asla sahte olmaz gözyaşları,1.0
erkek dırdır yapma,1.0
kız çoçuğu okutulmamalıdır,1.0
hanımın saçı uzun aklı kısadır,1.0
yemek yapmak kadının görevidir,1.0
sen erkeksin yapmak zorundasın,1.0
oğlan evde yoktur,1.0
devirde kadın olmak zor,1.0
erkeğin iyisi eşiğinden kadının iyisi döşeğinden belli olur,1.0
kadın ustalıktan anlar,1.0
yiğidin kanı akarsa akar gözyaşı akmaz,1.0
evlenecek kız var eğlenilecek kız var,1.0
i̇nsan olmuşsun adam olamamışsın,1.0
tarlanın taşlısı kadının saçlısı,1.0
serçe yaşlansa ormancı olur evlenmemiş hanım yaşlansa yalancı olur,1.0
evlenmedigine gore tam anlamiyla ev kizi olmussun,1.0
kocasız karı yularsız ata benzer,1.0
top kıvırma,1.0
erkek neredeyse kadın orada,1.0
kadından pilot olmaz,1.0
yazılım erkek işidir,1.0
erkeğ maaşı kadının maaşından yüksek olmalı,1.0
erkeğin mutfakta işi,1.0
yalnız bir kadın hayatını sürdüremez,1.0
kadının tek görevi kocasına hizmet etmektir,1.0
sen tam işin adamısın senden başka birine hele bi kadına rolü veremeyiz,1.0
miras babadan ogla gecer,1.0
erkek cesaretli olur kadın korkak,1.0
kız çocuğunu okutmayacaksın başına bela alırsın,1.0
erkekler kadın güçsüzlüğünü belli etmemelidir,1.0
küpe gay misin,1.0
bir kızın erkek arkadaşı olmaz,1.0
gelin bekaret kemerini takmadan evden çıkmaz,1.0
karı zıplama,1.0
kadın evinde oturup evle ilgilenmeli evliyse çocuklarının annesi olmalı,1.0
tiyatroya erkek eli degdi,1.0
erkek dediğin azda olsa çapkın olmalı,1.0
kadından şef olmaz,1.0
evinin direği erkektir,1.0
kız başına satte çıkıyorsun,1.0
dul kadınla beraber olan erkek erkek değildir,1.0
erkek arada karısını döver,1.0
anca karı söylenirsin,1.0
erkek kadının kazandığı paraya dokunmamalıdır,1.0
erkeğin algılaması kadar zayıftır ağır çekimde tekrarı görmedikçe golün atıldığını anlamaz,1.0
erkeklerin yönettiği bir dünyadır,1.0
